UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Digital,OverDrive,EBOOK,2022,6,1,Pedro Perfecto y la mansión misteriosa,9781644733165,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Penguin Random House Grupo Editorial, S.A.U.",2021
Physical,Horizon,BOOK,2022,6,11,I love you like yellow / words by Andrea Beaty ; pictures by Vashti Harrison.,"1419748076, 9781419748073","Beaty, Andrea","Love Juvenile fiction, Parent and child Juvenile fiction, Bedtime Juvenile fiction, Stories in rhyme, Picture books","Abrams Books for Young Readers,",2022.
Physical,Horizon,BOOK,2022,6,5,Rosie Revere's big project book for bold engineers / by Andrea Beaty ; illustrated by David Roberts.,"1419719106, 9781419719103","Beaty, Andrea","Inventions Juvenile literature, Handicraft Juvenile literature, Engineering Juvenile literature","Abrams Books for Young Readers,",2017.
Digital,OverDrive,EBOOK,2022,6,1,Sofia Valdez's Big Project Book for Awesome Activists,9781647003173,Andrea Beaty,"Juvenile Nonfiction, Sociology, Study Aids & Workbooks",ABRAMS,2021
Physical,Horizon,BOOK,2022,6,4,Sofia Valdez's big project book for awesome activists / by Andrea Beaty ; illustrations by David Roberts.,"1419749447, 9781419749445","Beaty, Andrea","Social action Juvenile literature, Youth Political activity Juvenile literature","Abrams Books for Young Readers,",2021.
Physical,Horizon,BOOK,2022,6,1,Cicada summer / Andrea Beaty.,"0810994720, 9780810994720","Beaty, Andrea","Brothers and sisters Juvenile fiction, Emotional problems of children Juvenile fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrecy Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2022,6,2,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,"1416925449, 9781416925446","Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2022,6,14,Sofia Valdez and the vanishing vote / by Andrea Beaty ; illustrations by David Roberts.,"1419743503, 1419743511, 9781419743504, 9781419743511","Beaty, Andrea","Questions and answers Juvenile fiction, Pets Juvenile fiction, Schools Juvenile fiction, Politics Practical Juvenile fiction, Journalism Juvenile fiction","Amulet Books,",2020.
Physical,Horizon,BOOK,2022,6,3,Happy birthday Madame Chapeau / words by Andrea Beatty ; pictures by David Roberts.,"1419712195, 9781419712197","Beaty, Andrea","Hats Juvenile fiction, Millinery Juvenile fiction, Birthdays Juvenile fiction, Friendship Juvenile fiction","Abrams Books for Young Readers,",2014.
Physical,Horizon,BOOK,2022,6,2,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,"0810984164, 9780810984165","Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Digital,OverDrive,EBOOK,2022,6,2,Sofía Valdéz y el voto perdido,9781644733172,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Mystery","Penguin Random House Grupo Editorial, S.A.U.",2021
Physical,Horizon,BOOK,2022,6,6,Iggy Peck's big project book for amazing architects / by Andrea Beaty ; illustrations by David Roberts.,"1419718924, 9781419718922","Beaty, Andrea","Architecture Juvenile literature, Creative activities and seat work","Abrams Books for Young Readers,",2017.
Physical,Horizon,BOOK,2022,6,20,Ada Twist and the perilous pants / by Andrea Beaty ; illustrated by David Roberts.,"1419734229, 9781419734229","Beaty, Andrea","Questions and answers Juvenile fiction, Scientists Juvenile fiction, Humorous stories","Amulet Books,",2019.
Digital,OverDrive,EBOOK,2022,6,6,"Ada Twist, Scientist",9781613129685,Andrea Beaty,"Juvenile Fiction, Picture Book Fiction",ABRAMS,2016
Digital,OverDrive,EBOOK,2022,6,3,Ada Twist and the Perilous Pants: The Questioneers Book #2,9781683354765,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction, Humor (Fiction)",ABRAMS,2019
Physical,Horizon,BOOK,2022,6,1,Kỹ sư nhí Rosie Revere / Andrea Beaty ; David Roberts minh họa ; Mít Hằng và Cúc Cu dịch.,"6049763860, 9786049763861","Beaty, Andrea","Women engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Stories in rhyme, Engineers Fiction, Inventions Fiction, Failure Psychology Fiction, Perseverance Ethics Fiction, Picture books, Stories in rhyme","Thaihabooks,",[2019]
Digital,OverDrive,AUDIOBOOK,2022,6,47,"Aaron Slater, Illustrator (unabridged)",9781666529814,Andrea Beaty,"Juvenile Fiction, Juvenile Literature","Dreamscape Media, LLC",2022
Physical,Horizon,BOOK,2022,6,2,"Ada Magnífica, científica / Andrea Beaty ; illustraciones de David Roberts.",9781644730348,"Beaty, Andrea","Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials","Beascoa,",2018.
Digital,OverDrive,EBOOK,2022,6,5,Iggy Peck and the Mysterious Mansion,9781683358664,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Mystery, Suspense",Open Road Integrated Media,2020
Digital,OverDrive,EBOOK,2022,6,1,Iggy Peck. L'architetto,9788851169718,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction",Edigita Srl,2022
Physical,Horizon,BOOK,2022,6,19,"Rosie Revere, engineer / by Andrea Beaty ; illustrated by David Roberts.","1419708457, 9781419708459","Beaty, Andrea","Stories in rhyme Juvenile fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2013.
Physical,Horizon,BOOK,2022,7,1,"Sofía Valdez, presidenta tal vez / Andrea Beaty ; ilustraciones de David Roberts.","164473107X, 9781644731079","Beaty, Andrea","Determination Personality trait Juvenile fiction, Parks Juvenile fiction, Hispanic Americans Juvenile fiction, Spanish language materials, Stories in rhyme","Henry N. Abrams, Incorporated,",2019.
Digital,OverDrive,EBOOK,2022,7,1,Sofia Valdez's Big Project Book for Awesome Activists,9781647003173,Andrea Beaty,"Juvenile Nonfiction, Sociology, Study Aids & Workbooks",ABRAMS,2021
Digital,OverDrive,AUDIOBOOK,2022,7,1,"Ada Twist, Scientist: The Why Files #1: Exploring Flight! (unabridged)",9781666540277,Andrea Beaty,"Juvenile Nonfiction, Language Arts, Nature, Science","Dreamscape Media, LLC",2022
Digital,OverDrive,EBOOK,2022,7,1,Iggy Peck's Big Project Book for Amazing Architects,9781683351306,Andrea Beaty,"Architecture, Juvenile Nonfiction, Study Aids & Workbooks, Technology",ABRAMS,2017
Physical,Horizon,BOOK,2022,7,4,Rosie Revere's big project book for bold engineers / by Andrea Beaty ; illustrated by David Roberts.,"1419719106, 9781419719103","Beaty, Andrea","Inventions Juvenile literature, Handicraft Juvenile literature, Engineering Juvenile literature","Abrams Books for Young Readers,",2017.
Physical,Horizon,BOOK,2022,7,25,"Ada Twist, scientist / by Andrea Beaty ; illustrated by David Roberts.","1419721372, 9781419721373","Beaty, Andrea","Stories in rhyme, Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2016.
Physical,Horizon,BOOK,2022,7,8,I love you like yellow / words by Andrea Beaty ; pictures by Vashti Harrison.,"1419748076, 9781419748073","Beaty, Andrea","Love Juvenile fiction, Parent and child Juvenile fiction, Bedtime Juvenile fiction, Stories in rhyme, Picture books","Abrams Books for Young Readers,",2022.
Physical,Horizon,BOOK,2022,7,2,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,"0810984164, 9780810984165","Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2022,7,1,Rosa Pionera y las Remachadoras Rechinantes / Andrea Beaty ; ilustraciones de David Roberts ; traducción: Dario Zárate Figueroa.,"1644731851, 9781644731857","Beaty, Andrea","Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials","Alfaguara Infantil y Juvenil,",2020.
Digital,OverDrive,EBOOK,2022,7,7,"Ada Twist, Scientist",9781613129685,Andrea Beaty,"Juvenile Fiction, Picture Book Fiction",ABRAMS,2016
Physical,Horizon,BOOK,2022,7,2,Cicada summer / Andrea Beaty.,"0810994720, 9780810994720","Beaty, Andrea","Brothers and sisters Juvenile fiction, Emotional problems of children Juvenile fiction, Death Juvenile fiction, Grief Juvenile fiction, Secrecy Juvenile fiction, Illinois Juvenile fiction","Amulet Books,",2008.
Physical,Horizon,BOOK,2022,7,1,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,"1416925449, 9781416925446","Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Digital,OverDrive,EBOOK,2022,7,3,Ada Twist's Big Project Book for Stellar Scientists,9781683353034,Andrea Beaty,"Juvenile Nonfiction, Nature, Science, Study Aids & Workbooks",ABRAMS,2018
Physical,Horizon,BOOK,2022,7,5,Exploring flight! / by Andrea Beaty and Dr. Theanne Griffith ; [illustrated by Steph Stilwell].,"1419759256, 9781419759253","Beaty, Andrea","Flight Juvenile literature, Aeronautics Juvenile literature, Instructional and educational works, Illustrated works","Amulet Books,",2021.
Digital,OverDrive,EBOOK,2022,7,7,Rosie Revere and the Raucous Riveters: The Questioneers Book #1,9781683354277,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction, Humor (Fiction)",ABRAMS,2018
Physical,Horizon,BOOK,2022,7,13,Sofia Valdez and the vanishing vote / by Andrea Beaty ; illustrations by David Roberts.,"1419743503, 1419743511, 9781419743504, 9781419743511","Beaty, Andrea","Questions and answers Juvenile fiction, Pets Juvenile fiction, Schools Juvenile fiction, Politics Practical Juvenile fiction, Journalism Juvenile fiction","Amulet Books,",2020.
Physical,Horizon,BOOK,2022,7,18,"Sofia Valdez, future prez / by Andrea Beaty ; illustrated by David Roberts.","141973704X, 9781419737046","Beaty, Andrea","Stories in rhyme, Determination Personality trait Juvenile fiction, Parks Juvenile fiction, Hispanic Americans Juvenile fiction, Picture books","Abrams Books for Young Readers,",2019.
Physical,Horizon,BOOK,2022,7,23,"Aaron Slater, illustrator / by Andrea Beaty ; illustrated by David Roberts.","1419753967, 9781419753961, 9781647002718","Beaty, Andrea","Illustrators Juvenile fiction, Writing Juvenile fiction, Art Juvenile fiction, Dyslexia Juvenile fiction, Reading Juvenile fiction, Stories in rhyme, Art Fiction, Reading Fiction, Dyslexia Fiction, Stories in rhyme, Picture books","Abrams Books for Young Readers,",2021.
Digital,OverDrive,EBOOK,2022,7,5,Iggy Peck and the Mysterious Mansion,9781683358664,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Mystery, Suspense",Open Road Integrated Media,2020
Physical,Horizon,BOOK,2022,7,2,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,"1416928200, 9781416928201","Beaty, Andrea","Physicians Juvenile fiction, Imagination Juvenile fiction, Hospitals Fiction","Margaret K. McElderry Books,",2008.
Digital,OverDrive,EBOOK,2022,7,6,"Aaron Slater, Illustrator",9781647002718,Andrea Beaty,"Juvenile Fiction, Picture Book Fiction",ABRAMS,2021
Digital,OverDrive,EBOOK,2022,7,3,"Sofia Valdez, Future Prez",9781683356103,Andrea Beaty,"Juvenile Fiction, Picture Book Fiction",ABRAMS,2019
Digital,OverDrive,EBOOK,2022,7,1,Dorko the Magnificent,9781613124789,Andrea Beaty,"Fantasy, Juvenile Fiction, Juvenile Literature, Humor (Fiction)",ABRAMS,2014
Physical,Horizon,BOOK,2022,7,2,"Pedro Perfecto, arquitecto / Andrea Beaty ; ilustraciones de David Roberts ; Maria Serna Aguirre, por la traducción ; adaptación para esta edición: Yanitizia Canetti.","1644730359, 9781644730355","Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, Architects Juvenile fiction, Spanish language materials, Stories in rhyme, Picture books","Beascoa,",2019.
Physical,Horizon,BOOK,2022,7,26,Rosie Revere and the Raucous Riveters / by Andrea Beaty ; illustrated by David Roberts.,"1419733605, 9781419733604","Beaty, Andrea","Engineers Fiction, Inventions Fiction, Failure Psychology Fiction, Perseverance Ethics Fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Amulet Books,",2018.
Digital,OverDrive,EBOOK,2022,7,2,Ada Twist and the Disappearing Dogs: (The Questioneers Book #5),9781683358336,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2022
Physical,Horizon,BOOK,2022,7,1,"Rosa Pionera, ingeniera / Andrea Beaty ; ilustraciones de David Roberts ; [Maria Serna Aguirre, por la traducción].","8448850963, 9781644730362, 9788448850968","Beaty, Andrea","Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials, Stories in rhyme","BEASCOA,",2018.
Physical,Horizon,BOOK,2022,7,3,All about plants! / by Andrea Beaty and Dr. Theanne Griffith ; illustrations by Steph Stilwell.,"141976151X, 9781419761515","Beaty, Andrea","Plants Juvenile literature, Gardening Juvenile literature","Amulet Books, an imprint of Abrams,",2022.
Digital,OverDrive,AUDIOBOOK,2022,7,4,"Sofia Valdez, Future Prez (unabridged)",9781974968831,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Humor (Fiction)","Dreamscape Media, LLC",2020
Digital,OverDrive,AUDIOBOOK,2022,7,11,Ada Twist and the Perilous Pants (unabridged),9781974962815,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction, Humor (Fiction)","Dreamscape Media, LLC",2019
Physical,Horizon,BOOK,2022,7,25,Ada Twist and the perilous pants / by Andrea Beaty ; illustrated by David Roberts.,"1419734229, 9781419734229","Beaty, Andrea","Questions and answers Juvenile fiction, Scientists Juvenile fiction, Humorous stories","Amulet Books,",2019.
Digital,OverDrive,EBOOK,2022,7,1,I Love You Like Yellow,9781647000561,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Poetry",ABRAMS,2022
Digital,OverDrive,AUDIOBOOK,2022,7,6,Rosie Revere and the Raucous Riveters (unabridged),9781974923243,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction, Humor (Fiction)","Dreamscape Media, LLC",2019
Physical,Horizon,BOOK,2022,7,15,"Rosie Revere, engineer / by Andrea Beaty ; illustrated by David Roberts.","1419708457, 9781419708459","Beaty, Andrea","Stories in rhyme Juvenile fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2013.
Physical,Horizon,BOOK,2022,7,5,"Aarón Soñador, ilustrador / Andrea Beaty ; ilustraciones de David Roberts ; traducción de Yanitzia Canetti.","1644734435, 9781644734438","Beaty, Andrea","Art Juvenile fiction, Reading Juvenile fiction, Dyslexia Juvenile fiction, Art Fiction, Reading Fiction, Dyslexia Fiction, Spanish language materials, Picture books","Beascoa,",2022.
Digital,OverDrive,AUDIOBOOK,2022,7,55,Ada Twist and the Disappearing Dogs (unabridged),9781666540932,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Dreamscape Media, LLC",2022
Physical,Horizon,SOUNDDISC,2022,7,2,Ada Twist and the disappearing dogs / Andrea Beaty and David Roberts.,"1666540749, 9781666540741","Beaty, Andrea","Questions and answers Juvenile fiction, Scientists Juvenile fiction, Questions and answers Fiction, Scientists Fiction","Dreamscape Media,",[2022]
Digital,OverDrive,AUDIOBOOK,2022,7,2,Sofia Valdez and the Vanishing Vote (unabridged),9781662034534,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Mystery","Dreamscape Media, LLC",2020
Physical,Horizon,BOOK,2022,7,18,"Iggy Peck and the mysterious mansion / by Andrea ""Ghost Cat"" Beaty ; illustrations by David Roberts.","1419736922, 9781419736926","Beaty, Andrea","Haunted houses Juvenile fiction, Architecture Juvenile fiction, Questions and answers Fiction","Amulet Books,",2020.
Digital,OverDrive,AUDIOBOOK,2022,7,3,Iggy Peck and the Mysterious Mansion (unabridged),9781690588849,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction, Humor (Fiction)","Dreamscape Media, LLC",2020
Physical,Horizon,BOOK,2022,7,13,Ada Twist and the disappearing dogs / Andrea Beaty and David Roberts ; with interior illustrations by Jennifer Naalchigar.,"141974352X, 1419743538, 9781419743528, 9781419743535","Beaty, Andrea","Scientists Juvenile fiction, Pets Juvenile fiction, Science Methodology Juvenile fiction, Questions and answers Juvenile fiction, Lost and found possessions Fiction","Amulet Books,",2022.
Digital,OverDrive,EBOOK,2022,7,1,"Sofia Valdez and the Vanishing Vote: The Questioneers Series, Book 4",9781683358329,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Mystery",ABRAMS,2020
Digital,OverDrive,AUDIOBOOK,2022,7,33,"Aaron Slater, Illustrator (unabridged)",9781666529814,Andrea Beaty,"Juvenile Fiction, Juvenile Literature","Dreamscape Media, LLC",2022
Digital,OverDrive,AUDIOBOOK,2022,7,1,"Ada Twist, Scientist: The Why Files #2: All About Plants (unabridged)",9781666582000,Andrea Beaty,"Juvenile Nonfiction, Nature, Reference, Science","Dreamscape Media, LLC",2022
Digital,OverDrive,AUDIOBOOK,2022,9,1,Rosie Revere and the Raucous Riveters (unabridged),9781974923243,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction, Humor (Fiction)","Dreamscape Media, LLC",2019
Physical,Horizon,BOOK,2022,7,24,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.","081091106X, 9780810911062","Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
